# Version: ICTV_Master_Species_List_2022_MSL38_v3 (website: https://ictv.global/msl)
Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Genome Composition	Last Change	MSL of Last Change	Proposal for Last Change 	Taxon History URL
10693							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus lonobliquae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202206527
10694							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus lydisparis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202681
10695							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus lyxylinae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202682
10696							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus mabrassicae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202683
10697							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus maconfiguratae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202684
10698							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus mavitratae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202686
10699							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus myunipunctae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202206528
10700							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus olmendosae	dsDNA	New,	38	2022.004D.Baculoviridae_6nsp.zip	ictv.global=202214024
10701							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus opbrumatae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202206529
10702							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus orleucostigmae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202687
10703							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus orpseudotsugatae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202688
10704							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus oxochraceae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip;2023.DX002.Correction_2_Alphabaculovirus.zip	ictv.global=202206530
10705							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus peluscae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202206532
10706							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus pesauciae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202206531
10707							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus ranus	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202213427
10708							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus raous	dsDNA	New,	38	2022.004D.Baculoviridae_6nsp.zip	ictv.global=202214025
10709							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus speridaniae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip;2023.DX003.Correction_3_Alphabaculovirus.zip	ictv.global=202208666
10710							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus spexemptae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208667
10711							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus spexiguae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202689
10712							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus splittoralis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202691
10713							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus spliturae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202692
10714							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus spofrugiperdae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202690
10715							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus sujujubae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202693
10716							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus thorichlaceae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202694
10717							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus travishnous	dsDNA	New,	38	2022.004D.Baculoviridae_6nsp.zip	ictv.global=202214026
10718							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus trini	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202695
10719							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus urprotei	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208668
10720							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus wisignatae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202696
10721							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus adoranae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202698
10722							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus agsegetum	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202699
10723							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus alterclanastomosis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202704
10724							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus altermyunipunctae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202205757
10725							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus arrapae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202700
10726							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus chofumiferanae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202701
10727							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus clanachoretae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202702
10728							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus clanastomosis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202703
10729							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus cnamedinalis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202205756
10730							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus cryleucotretae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202705
10731							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus cypomonellae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202706
10732							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus disaccharalis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202707
10733							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus epaporemae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202708
10734							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus erellonis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202709
10735							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus habrilliantis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202710
10736							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus helarmigerae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202711
10737							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus hycuneae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202213429
10738							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus lacoleraceae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202712
10739							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus maphaseoli	dsDNA	New,	37	2021.004D.R.Baculoviridae_6nsp.zip	ictv.global=202213430
10740							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus molatipedis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202206533
10741							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus myunipunctae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202716
10742							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus phoperculellae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202713
10743							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus plinterpunctellae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202714
10744							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus pluxylostellae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202715
10745							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus spliturae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202718
10746							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus spofrugiperdae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202717
10747							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus trini	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202719
10748							Naldaviricetes		Lefavirales		Baculoviridae		Betabaculovirus		Betabaculovirus xecnigri	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202720
10749							Naldaviricetes		Lefavirales		Baculoviridae		Deltabaculovirus		Deltabaculovirus cunigripalpi	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202722
10750							Naldaviricetes		Lefavirales		Baculoviridae		Gammabaculovirus		Gammabaculovirus neabietis	dsDNA	New,	38	2022.004D.Baculoviridae_6nsp.zip	ictv.global=202214027
10751							Naldaviricetes		Lefavirales		Baculoviridae		Gammabaculovirus		Gammabaculovirus nelecontei	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202724
10752							Naldaviricetes		Lefavirales		Baculoviridae		Gammabaculovirus		Gammabaculovirus nesertiferis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202725
10753							Naldaviricetes		Lefavirales		Hytrosaviridae		Glossinavirus		Glossinavirus glopallidipedis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202203681
10754							Naldaviricetes		Lefavirales		Hytrosaviridae		Muscavirus		Muscavirus musdomesticae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202203683
10755							Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus alterdromelanogasteris	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208928
10756							Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus droinnubilae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208926
10757							Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus dromelanogasteris	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208927
10758							Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus grybimaculati	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202203939
10759							Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus oryrhinocerotis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202203940
10760							Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus quartudromelanogasteris	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208930
10761							Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus tertidromelanogasteris	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208929
10762							Naldaviricetes		Lefavirales		Nudiviridae		Betanudivirus		Betanudivirus hezeae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202203942
10763							Naldaviricetes		Lefavirales		Nudiviridae		Deltanudivirus		Deltanudivirus tipoleraceae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208935
10764							Naldaviricetes		Lefavirales		Nudiviridae		Gammanudivirus		Gammanudivirus cameanadis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202213432
10765							Naldaviricetes		Lefavirales		Nudiviridae		Gammanudivirus		Gammanudivirus cracrangonis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202213431
10766							Naldaviricetes		Lefavirales		Nudiviridae		Gammanudivirus		Gammanudivirus hogammari	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208932
10767							Naldaviricetes		Lefavirales		Nudiviridae		Gammanudivirus		Gammanudivirus pemonodonis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208933
10768							Naldaviricetes				Nimaviridae		Whispovirus		White spot syndrome virus	dsDNA	Moved,Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202203922
10769											Alphasatellitidae	Geminialphasatellitinae	Ageyesisatellite		Ageratum yellow vein Singapore alphasatellite	ssDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202206012
10770											Alphasatellitidae	Geminialphasatellitinae	Ageyesisatellite		Cotton leaf curl Saudi Arabia alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205664
10771											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Ash gourd yellow vein mosaic alphasatellite	ssDNA(+)	New,	35	2019.009P.zip	ictv.global=202207290
10772											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Capsicum India alphasatellite	ssDNA(+)	New,	35	2019.009P.zip	ictv.global=202207289
10773											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Chiapas weed alphasatellite	ssDNA(+)	New,	36	2020.002P.R.Alphasatellitidae_3ng_9nsp.zip	ictv.global=202208800
10774											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Cleome leaf crumple alphasatellite	ssDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202205666
10775											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Croton yellow vein mosaic alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205667
10776											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Euphorbia yellow mosaic alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205668
10777											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Melon chlorotic mosaic alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205669
10778											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Sida Cuba alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205670
10779											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Tomato leaf curl Anand alphasatellite	ssDNA(+)	New,	36	2020.002P.R.Alphasatellitidae_3ng_9nsp.zip	ictv.global=202208799
10780											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Tomato leaf curl New Delhi alphasatellite	ssDNA(+)	New,	35	2019.009P.zip	ictv.global=202207291
10781											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Tomato leaf curl Virudhunagar alphasatellite	ssDNA(+)	New,	35	2019.009P.zip	ictv.global=202207292
10782											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Tomato yellow spot alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205671
10783											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Tomato yellow spot alphasatellite 2	ssDNA(+)	New,	36	2020.002P.R.Alphasatellitidae_3ng_9nsp.zip	ictv.global=202208798
10784											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Whitefly associated Guatemala alphasatellite 2	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205672
10785											Alphasatellitidae	Geminialphasatellitinae	Clecrusatellite		Whitefly associated Puerto Rico alphasatellite 1	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205673
10786											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Ageratum enation alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205675
10787											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Ageratum yellow vein alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205676
10788											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Ageratum yellow vein China alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205677
10789											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Ageratum yellow vein India alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205678
10790											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Bhendi yellow vein alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205679
10791											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Cassava mosaic Madagascar alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205680
10792											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Chilli leaf curl alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205681
10793											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Cotton leaf curl Egypt alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205682
10794											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Cotton leaf curl Gezira alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205683
10795											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Cotton leaf curl Lucknow alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205684
10796											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Cotton leaf curl Multan alphasatellite	ssDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202205685
10797											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Gossypium darwinii symptomless alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205686
10798											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Malvastrum yellow mosaic alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205687
10799											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Malvastrum yellow mosaic Cameroon alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205688
10800											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Pedilanthus leaf curl alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205689
10801											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Sida leaf curl alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205690
10802											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Sida leaf curl alphasatellite 2	ssDNA(+)	New,	36	2020.002P.R.Alphasatellitidae_3ng_9nsp.zip	ictv.global=202208797
10803											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Sida yellow vein Vietnam alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205691
10804											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Sunflower leaf curl Karnataka alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205692
10805											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Synedrella leaf curl alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205693
10806											Alphasatellitidae	Geminialphasatellitinae	Colecusatellite		Tobacco curly shoot alphasatellite	ssDNA	New,	32	2017.004P.A.v4.Alphasatellitidae.zip	ictv.global=202205694
